index,complaints,transactions_ytd,avg_tr_amt,time_on_site,total_discounts,num_reviews,avg_review,returns,latest_review,num_total_purchases,purchase_made_last_month
4847,6,15,199.97,199.97,113.95,10,3.25,14,4,38,Yes
4848,9,11,188.39,188.39,115.64,7,2.94,14,4,42,No
4849,5,9,210.82,210.82,185.89,12,3.34,14,4,36,Yes
4850,5,16,179.84,179.84,104.16,10,3.72,9,2,30,No
4851,7,18,159.99,159.99,98.79,8,2.44,14,3,30,Yes
4852,5,9,197.46,197.46,110.15,6,3.63,8,4,38,No
4853,7,18,143.14,143.14,114.44,6,1.8,8,2,45,Yes
4854,6,14,202.87,202.87,144.69,11,3.44,12,3,41,Yes
4855,9,8,189.5,189.5,130.65,6,3.25,13,4,35,No
4856,6,9,184.36,184.36,150.87,11,2.99,13,3,32,Yes
4857,7,13,199.79,199.79,131.05,11,3.49,10,4,41,Yes
4858,6,14,194.05,194.05,142.07,11,3.55,6,2,49,Yes
4859,7,16,180.01,180.01,157.83,8,2.56,11,4,39,No
4860,7,14,163.89,163.89,143.5,10,2.09,14,3,34,No
4861,12,17,145.77,145.77,154.61,10,2.63,7,3,32,No
4862,4,9,171.12,171.12,152.49,6,3.23,2,4,26,No
4863,9,15,173.39,173.39,140.79,8,2.92,10,4,33,No
4864,5,16,197.47,197.47,140.36,10,3.55,7,3,47,Yes
4865,8,15,176.27,176.27,144.51,9,2.48,9,4,44,Yes
4866,6,16,152.48,152.48,97.11,9,1.98,12,3,34,No
4867,9,15,191.37,191.37,151.49,5,2.95,16,3,42,No
4868,5,14,188.41,188.41,127.66,10,2.76,12,3,41,Yes
4869,5,19,179.24,179.24,103.16,5,2.81,14,2,40,Yes
4870,6,14,196.74,196.74,138.82,10,3.13,12,3,41,Yes
4871,4,9,175.01,175.01,113.06,7,2.65,16,3,30,Yes
4872,9,11,192.87,192.87,185.88,9,3.03,14,4,36,No
4873,7,10,196.92,196.92,100.45,11,3.23,16,4,30,Yes
4874,8,16,181.57,181.57,190.23,10,2.57,13,3,36,No
4875,7,15,188.54,188.54,140.89,9,2.78,13,4,40,Yes
4876,5,14,142.81,142.81,99.4,5,1.87,9,3,32,No
4877,6,17,187.49,187.49,124.55,9,3.23,11,3,39,Yes
4878,7,11,192.16,192.16,105.62,7,3.7,14,3,31,No
4879,4,12,173.25,173.25,116.78,6,2.44,14,2,41,Yes
4880,6,21,179.07,179.07,125.01,6,2.58,13,3,42,Yes
4881,6,9,200.34,200.34,115.87,5,3.41,10,4,44,No
4882,8,13,185.54,185.54,109.27,8,3.43,13,3,34,No
4883,6,17,161.05,161.05,106.61,7,2.48,9,2,43,Yes
4884,6,8,197.79,197.79,126.24,8,3.82,10,3,33,No
4885,7,13,188.63,188.63,136.01,11,3.06,14,4,32,Yes
4886,6,14,186.22,186.22,109.62,8,2.86,11,4,37,Yes
4887,6,13,176.52,176.52,155.59,11,2.64,11,3,36,Yes
4888,5,20,216.3,216.3,199.63,12,3.31,16,3,40,Yes
4889,8,14,140.04,140.04,92.2,7,2.04,10,3,31,No
4890,6,15,203.97,203.97,134.89,10,3.38,13,4,39,Yes
4891,4,13,166.27,166.27,60.94,6,2.53,8,3,42,Yes
4892,7,12,172.3,172.3,164.35,7,2.41,12,3,35,No
4893,6,16,200.23,200.23,148.82,11,3.27,16,4,29,Yes
4894,4,13,190.36,190.36,132.19,7,3.04,13,2,42,Yes
4895,7,17,178.4,178.4,110.71,7,2.92,10,4,36,No
4896,6,14,171.87,171.87,104.15,8,3.07,8,3,40,Yes
4897,9,13,173.97,173.97,161.89,10,2.41,13,4,37,No
4898,7,20,155.11,155.11,114.53,7,1.97,14,3,34,Yes
4899,7,8,167.76,167.76,38.8,7,2.78,9,5,34,Yes
4900,6,13,170.54,170.54,134.65,8,2.48,13,3,34,No
4901,5,19,207.77,207.77,197.49,11,3.02,15,3,40,Yes
4902,5,16,201.7,201.7,157.86,10,3.26,15,3,40,Yes
4903,6,13,182.69,182.69,121.38,10,2.91,10,3,43,Yes
4904,6,14,147.3,147.3,88.59,4,1.99,11,2,41,Yes
4905,8,14,182.11,182.11,128.2,9,3.32,10,3,37,No
4906,7,13,202.47,202.47,146.59,11,3.6,10,4,41,Yes
4907,9,5,189.21,189.21,121.59,9,3.68,13,4,29,No
4908,9,5,200.19,200.19,108.39,7,3.91,13,4,35,No
4909,3,15,172.76,172.76,96.58,3,2.69,11,1,49,Yes
4910,9,15,171.82,171.82,116.2,8,3.06,10,3,34,No
4911,9,13,173.14,173.14,149.32,9,2.69,15,3,31,No
4912,8,14,187.91,187.91,94.27,5,3.12,12,4,45,No
4913,7,17,175.52,175.52,124.33,7,2.83,9,4,37,No
4914,6,12,182.57,182.57,166.15,11,2.68,11,3,38,Yes
4915,9,16,161.95,161.95,87.32,8,2.95,11,3,33,No
4916,4,18,199,199,149.84,10,3.15,11,3,43,Yes
4917,8,8,205.34,205.34,148.18,8,4.12,13,3,34,No
4918,5,11,194.55,194.55,140.96,7,3.5,11,3,33,No
4919,6,15,201.39,201.39,129.4,10,3.44,12,4,39,Yes
4920,6,12,189.2,189.2,60.76,9,3.31,9,4,40,Yes
4921,8,14,231.74,231.74,183.41,14,4.43,15,4,36,Yes
4922,6,16,177.73,177.73,120.51,7,2.83,11,3,42,Yes
4923,7,9,182.8,182.8,84.9,7,3.11,8,4,40,No
4924,6,13,175.63,175.63,134.72,8,2.69,10,3,41,Yes
4925,7,21,148.74,148.74,81.6,6,2.19,13,3,33,Yes
4926,7,15,137.22,137.22,109.41,7,1.84,9,3,31,No
4927,7,13,170.02,170.02,133.06,10,3.01,10,3,26,No
4928,6,16,180.92,180.92,129.28,6,2.78,12,4,36,No
4929,6,14,176.47,176.47,180.92,9,3.18,10,3,25,No
4930,8,11,195.22,195.22,51.26,9,4.55,12,2,31,No
4931,7,12,207.88,207.88,178.7,8,3.07,15,4,41,No
4932,6,11,176.4,176.4,69.61,7,2.86,11,4,38,Yes
4933,4,18,177.07,177.07,120.07,7,2.33,10,4,41,Yes
4934,6,14,207.76,207.76,139.3,7,3.38,14,4,35,No
4935,4,17,194.97,194.97,134.37,10,2.95,11,3,44,Yes
4936,10,9,189.4,189.4,96.71,9,3.39,15,3,39,No
4937,5,15,175.99,175.99,119.18,7,2.74,11,2,41,Yes
4938,6,11,196.75,196.75,169.19,3,2.65,14,4,43,No
4939,6,14,194.8,194.8,101.15,10,3.55,10,3,40,Yes
4940,4,8,205.92,205.92,115.83,6,3.99,8,4,38,No
4941,9,16,173.73,173.73,132.43,10,2.5,13,4,35,No
4942,3,10,190.37,190.37,96.3,6,3.66,4,4,35,No
4943,10,13,127.01,127.01,132.69,9,2.2,7,3,27,No
4944,5,13,181.68,181.68,124.55,8,2.25,16,4,34,No
4945,8,22,156.27,156.27,112.38,7,1.92,13,3,38,Yes
4946,5,13,157.2,157.2,94.84,6,1.85,14,3,37,No
4947,3,11,203.46,203.46,135.31,6,3.13,16,2,44,Yes
4948,12,14,151.81,151.81,140.08,8,3.01,7,2,35,Yes
4949,4,12,177.96,177.96,140.04,8,2.63,12,2,39,Yes
4950,7,15,156.84,156.84,81.66,7,2.15,13,3,34,No
4951,6,9,176.59,176.59,138.39,10,2.67,11,3,39,Yes
4952,7,12,141.12,141.12,128.13,7,1.78,9,3,33,No
4953,5,16,190.58,190.58,133.97,9,2.66,16,3,37,Yes
4954,4,14,188.29,188.29,135.65,6,3.57,8,3,32,No
4955,5,12,186.55,186.55,158.41,8,2.55,13,3,42,Yes
4956,6,17,193.75,193.75,172.44,4,2.66,14,3,45,No
4957,5,16,164.76,164.76,139.42,6,2.03,11,3,46,Yes
4958,6,11,183.75,183.75,141.35,9,2.72,13,3,40,Yes
4959,7,14,188.12,188.12,118.82,6,3.11,12,3,40,No
4960,7,18,183.06,183.06,112.51,10,3.22,10,3,40,Yes
4961,8,10,172.24,172.24,130.19,9,2.9,12,4,28,No
4962,7,13,202.5,202.5,127.57,7,3.18,15,4,39,No
4963,11,13,199.06,199.06,146.23,9,3.56,18,3,38,No
4964,3,20,191.93,191.93,160.91,10,2.51,11,3,46,Yes
4965,6,13,171.2,171.2,134.72,9,2.23,17,3,32,Yes
4966,8,17,188.32,188.32,174.94,9,2.84,11,4,37,No
4967,6,9,171.98,171.98,52.27,8,2.93,9,4,41,Yes
4968,7,14,220.94,220.94,168.39,13,4.19,12,3,42,Yes
4969,5,11,172.24,172.24,113.61,8,2.96,11,2,35,Yes
4970,4,14,193.78,193.78,98.01,7,3.6,11,2,39,Yes
4971,5,16,179.46,179.46,149.13,8,2.33,12,4,37,No
4972,10,16,181.34,181.34,134.83,10,3.34,12,4,30,No
4973,6,11,172.01,172.01,145.96,10,2.49,13,3,33,Yes
4974,6,18,218.4,218.4,185.04,12,3.63,13,3,41,Yes
4975,7,16,194.52,194.52,123.79,9,3.13,14,4,34,No
4976,9,8,187.55,187.55,104.58,8,3.17,14,4,37,No
4977,8,9,193.28,193.28,103.03,11,3.46,10,5,34,Yes
4978,6,12,184.37,184.37,117.2,9,2.84,14,3,35,Yes
4979,9,17,198.2,198.2,149.15,8,3.82,10,4,37,No
4980,7,16,183.57,183.57,135.47,10,2.83,12,3,42,Yes
4981,5,12,180.51,180.51,135.52,9,2.77,13,3,36,Yes
4982,6,13,182,182,115.37,10,4,10,2,25,No
4983,5,19,210.57,210.57,156.61,11,3.67,9,3,44,Yes
4984,8,15,174.01,174.01,145.99,9,2.96,10,3,35,No
4985,4,9,188.58,188.58,151.37,9,2.86,13,3,39,Yes
4986,8,9,186.84,186.84,95.38,8,3.31,12,4,36,No
4987,8,9,164.03,164.03,133.91,7,2.46,13,3,32,No
4988,9,14,186.62,186.62,133.77,9,3.52,12,3,34,No
4989,4,12,175.12,175.12,111.05,6,2.67,14,2,37,Yes
4990,10,10,183.23,183.23,127.1,8,3.16,14,3,34,No
4991,6,16,172.33,172.33,59.66,7,2.8,13,3,34,No
4992,5,16,193.64,193.64,127.76,8,2.39,16,4,40,No
4993,5,15,182.53,182.53,147.35,7,2.49,14,3,42,Yes
4994,6,12,173.55,173.55,105.47,8,2.66,16,3,28,Yes
4995,5,18,209.79,209.79,173.61,12,3.09,18,3,37,Yes
4996,5,14,167.62,167.62,130.49,8,2.23,15,3,32,Yes
4997,9,15,153.11,153.11,109.95,7,2.45,9,3,32,No
4998,6,12,170.47,170.47,130.47,8,2.5,12,3,38,Yes
4999,9,9,153.74,153.74,100.65,8,2.58,12,3,29,No
5000,5,16,197.39,197.39,111.75,9,3.21,13,3,39,Yes
5001,7,14,161.83,161.83,125.2,10,2.43,11,3,35,Yes
5002,5,14,186.42,186.42,117.82,9,2.79,13,3,39,Yes
5003,6,14,189.86,189.86,117.87,8,3.36,10,3,41,Yes
5004,6,16,160.5,160.5,143.18,9,2.8,6,3,28,No
5005,9,15,156.15,156.15,133.6,9,2.5,9,4,29,No
5006,5,10,179.35,179.35,96.19,6,2.96,8,4,35,No
5007,8,12,173.3,173.3,124.13,8,2.94,10,4,33,No
5008,6,14,206.1,206.1,128.27,11,3.87,11,3,39,Yes
5009,7,9,175.85,175.85,58.96,7,2.9,12,4,33,Yes
5010,3,18,184.9,184.9,115.14,10,2.63,10,2,49,Yes
5011,6,13,169.47,169.47,107.82,5,2.42,12,3,35,No
5012,10,15,189.37,189.37,88.57,10,3.71,12,3,42,No
5013,10,11,177.8,177.8,60.25,9,3.19,11,4,41,No
5014,6,11,177.09,177.09,103.9,8,2.86,8,4,39,Yes
5015,6,15,176.34,176.34,153.39,9,2.47,11,3,43,Yes
5016,4,15,187.09,187.09,112.3,9,2.75,12,4,38,Yes
5017,4,18,194.11,194.11,152.7,10,2.68,13,3,44,Yes
5018,9,11,177.71,177.71,159.67,9,2.33,14,4,36,No
5019,6,13,174.94,174.94,137.81,8,2.84,10,3,33,No
5020,7,16,165.85,165.85,118.17,6,2.47,6,3,52,Yes
5021,6,16,180.06,180.06,127.55,9,2.85,14,3,31,Yes
5022,6,16,212.25,212.25,173.49,12,3.76,12,3,41,Yes
5023,8,14,173.18,173.18,146.7,8,2.73,13,3,34,No
5024,9,13,171.83,171.83,121.83,8,3.05,10,4,32,No
5025,6,11,176.27,176.27,146.01,8,2.47,11,3,41,Yes
5026,8,10,195.66,195.66,117.47,8,3.38,16,3,37,No
5027,7,13,209.19,209.19,161.69,11,4.05,10,3,42,Yes
5028,9,15,167.11,167.11,148.74,10,2.58,11,3,36,No
5029,2,18,164.87,164.87,95.42,7,1.8,13,3,45,Yes
5030,5,8,177.93,177.93,117.12,8,3.13,6,4,31,No
5031,8,15,169.01,169.01,115.57,6,2.7,11,3,36,No
5032,5,14,177.29,177.29,127.85,7,2.44,13,3,43,Yes
5033,7,8,181.67,181.67,60.98,9,3.31,10,4,37,Yes
5034,5,17,187.82,187.82,143.68,8,2.69,11,4,40,Yes
5035,7,17,159.85,159.85,184.05,8,2.39,9,3,27,No
5036,6,11,154.73,154.73,109.58,5,2.06,10,3,44,Yes
5037,9,11,182.29,182.29,136.72,11,3.19,15,3,31,No
5038,10,15,154.02,154.02,153.94,10,2.43,10,3,34,No
5039,6,13,155.13,155.13,122.36,5,2.22,10,3,36,No
5040,8,15,151.62,151.62,86.38,8,2.59,10,3,30,No
5041,7,14,166.73,166.73,119.04,9,2.59,12,3,31,Yes
5042,7,11,184.53,184.53,121.73,9,2.81,14,4,32,Yes
5043,9,8,175.54,175.54,131.96,8,2.83,13,4,31,No
5044,7,18,176.31,176.31,209.33,6,2.42,14,3,32,No
5045,7,14,200.53,200.53,170.68,10,3.14,14,4,37,Yes
5046,6,12,176.77,176.77,151.53,9,2.54,10,3,44,Yes
5047,9,15,147.13,147.13,129.16,9,2.38,8,3,32,No
5048,9,13,181.73,181.73,140.06,9,2.96,15,3,33,No
5049,9,15,169.94,169.94,75.75,10,3.16,14,3,29,No
5050,5,13,143.27,143.27,81.6,4,2.14,9,2,43,Yes
5051,6,15,186.77,186.77,163.22,12,2.94,14,3,32,Yes
5052,7,13,168.89,168.89,136.97,9,2.45,11,3,35,No
5053,5,10,172.5,172.5,147.99,8,2.07,16,3,39,Yes
5054,6,12,191.34,191.34,100.4,9,3.04,14,4,36,Yes
5055,6,4,182.07,182.07,126.05,9,3.48,8,4,23,No
5056,9,11,186.7,186.7,133.43,7,3.03,13,4,40,No
5057,6,15,192.15,192.15,137.14,9,3.12,12,3,41,Yes
5058,6,15,206.4,206.4,140.7,12,3.39,12,4,40,Yes
5059,8,11,166.2,166.2,126.71,8,2.2,16,3,34,No
5060,6,12,189.16,189.16,106.72,9,2.87,15,4,31,Yes
5061,8,14,183.02,183.02,126.4,12,3.39,7,4,38,Yes
5062,11,17,158.07,158.07,194.55,12,2.64,7,3,33,No
5063,6,15,174.75,174.75,110.54,7,3.04,7,3,41,Yes
5064,5,14,180.16,180.16,79.3,7,2.99,7,4,41,Yes
5065,9,13,158.89,158.89,121.5,8,2.5,12,3,31,No
5066,7,11,192.2,192.2,107.41,9,3.56,10,3,38,Yes
5067,7,8,200.54,200.54,89.31,7,4.23,11,3,33,No
5068,7,16,144.31,144.31,163.06,11,2.06,7,4,25,No
5069,7,19,162.17,162.17,122.93,8,2.47,7,3,46,Yes
5070,8,16,186.52,186.52,180.29,9,2.95,12,3,37,No
5071,4,20,206.6,206.6,181.36,11,3.12,15,2,43,Yes
5072,7,14,202.34,202.34,148.03,11,3.35,12,4,39,Yes
5073,7,15,166.98,166.98,123.68,9,2.58,10,3,37,Yes
5074,4,11,183.16,183.16,147.24,8,2.65,13,3,39,Yes
5075,6,12,166.71,166.71,70.68,4,2.38,14,3,35,No
5076,6,13,190.39,190.39,117.67,10,3.32,9,4,39,Yes
5077,6,14,194.94,194.94,137.85,9,3.45,11,3,41,Yes
5078,9,14,128.1,128.1,92.21,8,1.81,9,3,31,No
5079,9,13,184.32,184.32,142.61,9,2.76,16,3,41,No
5080,6,15,158.78,158.78,111.3,6,2.64,7,3,32,No
5081,6,13,187.86,187.86,165.21,10,2.86,8,3,47,Yes
5082,5,14,192.59,192.59,148.93,10,3.15,12,3,38,Yes
5083,10,17,162.14,162.14,174.59,11,2.36,15,3,32,No
5084,8,17,193.65,193.65,183,11,3.15,12,3,39,No
5085,12,15,160.19,160.19,179.17,12,2.65,11,3,31,No
5086,9,14,201.08,201.08,142.55,9,3.24,15,4,37,No
5087,7,12,169.67,169.67,187.41,10,2.62,10,4,27,No
5088,8,13,160.87,160.87,75.26,8,2.58,13,3,29,No
5089,7,9,185.39,185.39,72.22,9,3.6,8,4,38,Yes
5090,6,12,175.79,175.79,139.43,9,2.52,13,3,38,Yes
5091,4,16,180.62,180.62,104.67,8,2.43,13,3,40,Yes
5092,5,16,188.85,188.85,134.67,9,2.73,12,3,41,Yes
5093,5,12,166.63,166.63,97.4,5,2.67,11,2,39,Yes
5094,6,13,192.3,192.3,128.94,7,3.1,13,4,37,No
5095,10,9,169.42,169.42,161.74,10,2.64,13,4,27,No
5096,9,11,184.2,184.2,90.64,7,3.07,14,4,40,No
5097,7,17,176.52,176.52,126.45,11,2.92,13,3,32,Yes
5098,6,13,197.76,197.76,114.9,10,3.52,10,4,40,Yes
5099,7,12,200.87,200.87,122.64,9,3.41,15,4,31,Yes
5100,8,7,188.46,188.46,55.77,7,3.48,10,4,40,No
5101,5,17,200.08,200.08,147.43,11,3.4,10,3,45,Yes
5102,5,16,188.19,188.19,119.1,10,2.7,12,3,42,Yes
5103,4,15,182.33,182.33,91.52,8,2.87,11,3,41,Yes
5104,6,13,174.08,174.08,113.19,8,2.78,11,2,42,Yes
5105,10,15,127.49,127.49,115.08,9,2.2,7,3,28,No
5106,8,15,195.74,195.74,145.02,8,3.29,13,3,38,No
5107,7,10,155.36,155.36,141.15,8,2.1,12,3,31,No
5108,5,15,198.99,198.99,130.31,7,3.35,9,3,48,Yes
5109,6,12,203.07,203.07,152.04,7,3.37,15,3,40,No
5110,6,13,178.01,178.01,151.92,11,2.45,15,3,34,Yes
5111,6,11,183.17,183.17,150.01,8,2.71,8,3,50,Yes
5112,9,16,166.9,166.9,143.75,8,2.9,8,3,37,No
5113,6,13,181.22,181.22,113.53,9,3.51,10,3,31,No
5114,5,15,191.4,191.4,119.68,10,2.94,11,4,40,Yes
5115,4,13,178.59,178.59,100.52,8,3.13,7,4,35,No
5116,8,18,182.14,182.14,128.17,9,2.92,9,3,47,Yes
5117,8,12,213.4,213.4,196.06,8,3.42,15,4,37,No
5118,4,16,191.4,191.4,129.85,9,2.97,10,3,41,Yes
5119,8,11,186.04,186.04,82.23,8,3.77,9,3,35,No
5120,6,13,183.61,183.61,87.58,9,3.27,8,3,41,Yes
5121,6,13,170.88,170.88,144.89,8,2.09,15,3,35,Yes
5122,9,10,178.31,178.31,142.67,6,2.69,13,4,36,No
5123,5,17,176.45,176.45,93.28,5,2.84,14,2,38,Yes
5124,5,15,184.05,184.05,105.84,10,2.95,8,3,46,Yes
5125,7,15,155.86,155.86,125.55,10,2.34,10,3,34,Yes
5126,8,10,206.2,206.2,120.95,12,4.13,9,3,41,Yes
5127,9,14,185.13,185.13,139.74,9,2.94,13,3,42,No
5128,8,17,160.74,160.74,110.41,9,2.5,11,3,35,No
5129,7,15,214.01,214.01,183.12,12,3.73,11,3,42,Yes
5130,7,12,178.23,178.23,114.23,7,3.13,11,3,33,No
5131,8,14,168.96,168.96,109.96,8,2.75,13,3,33,No
5132,8,11,145.74,145.74,81.81,6,1.98,13,3,33,No
5133,9,10,182.4,182.4,120.63,9,2.76,14,4,40,No
5134,6,14,173.33,173.33,122.65,8,2.59,13,3,38,Yes
5135,6,11,194.74,194.74,103.67,6,3.82,9,3,39,No
5136,5,17,200.86,200.86,144.19,11,3.32,10,3,44,Yes
5137,8,14,182.74,182.74,146.76,9,2.51,15,4,37,No
5138,11,8,179.07,179.07,105.71,12,3.36,15,3,29,No
5139,7,17,158.31,158.31,101.07,7,2.49,7,2,50,Yes
5140,6,15,183.46,183.46,123.57,7,3.1,10,3,37,No
5141,8,8,190.42,190.42,76.75,10,3.8,9,3,40,Yes
5142,5,12,190.41,190.41,154.73,6,2.46,14,4,37,No
5143,10,13,161.6,161.6,129.02,7,2.24,13,4,33,No
5144,4,17,197.33,197.33,150.22,9,3.21,11,3,42,Yes
5145,4,15,166.06,166.06,109.43,7,1.75,14,4,36,Yes
5146,7,15,167.83,167.83,112.21,9,2.77,10,3,40,Yes
5147,6,14,172.98,172.98,125.07,7,2.53,10,3,47,Yes
5148,6,17,218.09,218.09,175.53,12,3.61,15,4,36,Yes
5149,5,17,197.22,197.22,144.98,10,3,12,3,43,Yes
5150,8,10,175.65,175.65,130.72,8,3.22,11,3,26,No
5151,7,13,177.87,177.87,99.32,8,3.24,13,3,30,No
5152,7,14,171.28,171.28,118.27,8,2.21,15,4,34,No
5153,8,10,197.85,197.85,76.27,11,4.01,7,4,41,Yes
5154,6,14,193.78,193.78,153.39,9,2.77,17,4,33,Yes
5155,9,10,168.57,168.57,141.7,9,2.26,16,3,34,No
5156,8,14,176.25,176.25,120.89,9,3.18,10,3,35,No
5157,8,12,160.57,160.57,104.9,8,2.4,14,3,32,No
5158,8,15,173.33,173.33,152.24,12,2.69,11,4,34,Yes
5159,6,9,181.95,181.95,184.5,8,2.77,10,4,32,No
5160,7,15,166.06,166.06,142.39,8,2.03,12,4,38,No
5161,7,14,208.51,208.51,173.62,11,3.61,13,3,39,Yes
5162,11,16,187.97,187.97,165.36,10,3.58,10,4,32,No
5163,5,13,175.45,175.45,111.88,6,2.67,11,2,46,Yes
5164,9,9,177.08,177.08,130.48,6,2.91,11,4,32,No
5165,7,10,185.04,185.04,144.43,12,2.95,15,4,26,Yes
5166,4,14,186.58,186.58,117.91,7,3.08,13,2,40,Yes
5167,7,6,196.23,196.23,123.19,6,3.61,10,4,34,No
5168,6,15,168.84,168.84,125.91,8,2.42,13,3,37,Yes
5169,7,14,169.93,169.93,123.08,8,2.58,13,3,33,No
5170,8,7,207.83,207.83,98.44,6,3.54,16,4,44,No
5171,8,14,128.62,128.62,104.95,8,1.74,8,3,30,No
5172,7,13,199.8,199.8,168.04,9,3.96,14,2,32,No
5173,7,13,210.03,210.03,157.33,8,2.96,17,4,38,No
5174,11,8,189.05,189.05,88.7,8,3.19,16,4,41,No
5175,5,15,178.23,178.23,120.32,7,3.2,7,3,34,No
5176,3,22,207.43,207.43,197.47,11,3.07,14,2,47,Yes
5177,4,18,194.91,194.91,159.22,9,2.93,12,3,44,Yes
5178,6,10,191.62,191.62,160.96,8,3.24,9,4,38,No
5179,10,10,196.36,196.36,190.64,8,3.34,17,3,32,No
5180,9,14,155.82,155.82,145.74,9,2.32,9,3,34,No
5181,6,12,180.63,180.63,88.53,9,2.84,11,4,36,Yes
5182,5,13,183.19,183.19,104.27,9,2.88,12,3,40,Yes
5183,5,14,185.46,185.46,109.28,9,2.73,14,4,36,Yes
5184,10,13,181.91,181.91,149.15,9,3.32,11,3,32,No
5185,6,17,168.73,168.73,128.72,7,2.43,11,3,43,Yes
5186,4,17,180.38,180.38,110.59,8,2.47,11,3,43,Yes
5187,5,8,177.2,177.2,135.92,7,2.55,11,3,45,Yes
5188,4,20,195.53,195.53,191.16,9,2.62,14,3,43,Yes
5189,9,9,167.02,167.02,114.22,10,2.83,8,4,33,No
5190,14,15,120.37,120.37,126.94,11,2.72,4,2,24,No
5191,8,16,177.52,177.52,105.46,8,3.12,12,3,33,No
5192,6,13,165.17,165.17,118.98,6,2.64,10,4,30,No
5193,5,14,172.5,172.5,118.7,6,2.47,12,2,45,Yes
5194,7,11,191.94,191.94,107.3,8,4.12,9,3,31,No
5195,8,11,166.37,166.37,113.78,6,2.71,13,3,34,No
5196,6,15,180.99,180.99,117.29,8,2.88,11,3,44,Yes
5197,5,17,197.12,197.12,187.88,10,2.62,16,3,37,Yes
5198,9,9,156.31,156.31,75.15,9,3.17,6,4,25,No
5199,4,14,168.24,168.24,91.29,4,1.97,13,4,38,No
5200,6,6,195.83,195.83,111.14,6,3.65,9,4,37,No
5201,5,16,194.45,194.45,137.01,9,3.28,10,3,43,Yes
5202,6,14,207.35,207.35,178.06,12,3.52,11,3,41,Yes
5203,6,14,192.67,192.67,143.96,10,2.72,13,4,38,Yes
5204,9,6,189.79,189.79,98.31,9,3.7,10,4,35,No
5205,9,16,171.55,171.55,105.69,10,2.92,13,3,31,No
5206,7,14,181.94,181.94,122.45,8,3.03,9,3,44,Yes
5207,7,14,205.15,205.15,151.48,11,3.52,13,4,38,Yes
5208,6,9,188.45,188.45,166.05,7,3.34,12,3,27,No
5209,7,19,174.43,174.43,137.02,9,2.71,10,3,40,Yes
5210,5,13,200.43,200.43,178.24,7,2.82,14,4,36,No
5211,6,14,197.92,197.92,136.46,10,3,14,4,34,Yes
5212,9,10,142.98,142.98,96.83,7,2.24,11,3,29,No
5213,7,15,178.81,178.81,111.71,7,2.93,9,3,46,Yes
5214,5,15,199.17,199.17,139.7,10,3.19,13,4,37,Yes
5215,5,13,201.39,201.39,166.05,12,3.19,15,3,34,Yes
5216,8,11,172.57,172.57,152.43,11,3.35,10,3,22,No
5217,6,12,187.41,187.41,120.49,10,3.24,13,3,34,Yes
5218,8,19,169.1,169.1,112.73,7,2.6,10,3,41,Yes
5219,6,15,202.68,202.68,135.96,11,3.45,11,3,42,Yes
5220,5,15,184.29,184.29,122.65,7,2.84,13,3,38,Yes
5221,6,10,179.05,179.05,132.93,8,2.71,11,3,44,Yes
5222,5,12,180.13,180.13,133.88,8,2.67,12,3,42,Yes
5223,6,13,180.74,180.74,136.48,9,2.93,9,3,42,Yes
5224,8,10,179.18,179.18,127.59,7,2.68,15,4,33,No
5225,5,13,179.59,179.59,100.78,8,2.55,12,4,37,Yes
5226,10,15,190.72,190.72,164.72,10,3.08,15,3,35,No
5227,8,16,156.68,156.68,76.2,8,2.85,10,3,32,No
5228,7,9,199.2,199.2,148.04,7,3.64,14,3,34,No
5229,7,13,189.05,189.05,140.11,10,3.04,13,3,36,Yes
5230,7,11,164.39,164.39,122.43,8,2.14,15,3,32,No
5231,7,16,179.67,179.67,124.85,10,3.03,11,3,36,Yes
5232,6,11,184.57,184.57,131.77,8,3.42,9,3,32,No
5233,11,15,170.61,170.61,133.75,10,2.71,16,3,34,No
5234,8,11,183.39,183.39,146.59,6,2.93,13,4,35,No
5235,10,12,161.68,161.68,165.19,9,2.27,12,3,37,No
5236,6,14,194.27,194.27,99.69,9,3.35,13,3,40,Yes
5237,5,18,222.82,222.82,205.98,12,3.59,19,3,39,Yes
5238,7,16,181.1,181.1,172.01,8,2.82,9,4,37,No
5239,13,12,130.94,130.94,145.35,12,2.31,10,2,28,No
5240,5,15,191.98,191.98,134.59,9,2.85,14,4,36,Yes
5241,9,14,161.48,161.48,128.25,9,2.64,11,3,33,No
5242,7,14,158,158,138.53,11,2.22,11,3,34,Yes
5243,5,14,208.93,208.93,127.5,8,2.88,17,4,42,No
5244,7,14,168.46,168.46,185.85,7,2.35,10,4,32,No
5245,9,11,156.75,156.75,140.85,8,2.66,10,3,32,No
5246,10,14,138.14,138.14,118.88,9,2.31,8,3,29,No
5247,7,14,189.61,189.61,135.65,6,3.12,12,3,39,No
5248,5,13,165.21,165.21,110.6,5,2.23,14,2,40,Yes
5249,7,15,165.22,165.22,111.77,7,2.82,10,3,33,Yes
5250,6,17,229.11,229.11,200.34,14,4.05,12,3,46,Yes
5251,6,16,171.38,171.38,111.91,7,2.74,7,2,49,Yes
5252,6,12,191.15,191.15,101.98,11,3.5,10,3,41,Yes
5253,6,13,175.42,175.42,135.81,9,2.48,15,3,35,Yes
5254,6,13,188.3,188.3,142.99,5,3.24,11,3,36,No
5255,4,17,190.29,190.29,128.75,10,2.83,11,3,44,Yes
